"","Gene","kTotal"
"LOC107964287","LOC107964287",4.15463256372933
"LOC107964288","LOC107964288",254.669473540503
"LOC107964289","LOC107964289",65.285854721886
"LOC107964290","LOC107964290",7.02086490323142
"LOC107964291","LOC107964291",2.87878451277774
"LOC107964293","LOC107964293",54.5636395166509
"LOC107964294","LOC107964294",15.9443978503287
"LOC107964295","LOC107964295",1.20832364744422
"LOC107964296","LOC107964296",5.57826804554508
"LOC107964297","LOC107964297",9.45396661952016
"LOC107964298","LOC107964298",4.24028751279327
"LOC107964299","LOC107964299",15.306330826832
"LOC107964300","LOC107964300",7.79694333908368
"LOC107964301","LOC107964301",281.803560704421
"LOC107964302","LOC107964302",4.8864629187219
"LOC107964303","LOC107964303",1.79455819406566
"LOC107964304","LOC107964304",444.061988190089
"LOC107964305","LOC107964305",4.14903650227493
"LOC107964306","LOC107964306",18.567636050597
"LOC107964307","LOC107964307",1.13545755129734
"LOC107964308","LOC107964308",84.0605172140755
"LOC107964309","LOC107964309",4.00141702848758
"LOC107964310","LOC107964310",1.4078928169769
"LOC107964311","LOC107964311",76.0246900998884
"LOC107964312","LOC107964312",16.7255480352962
"LOC107964313","LOC107964313",1.67549861044408
"LOC107964314","LOC107964314",259.633244954873
"LOC107964315","LOC107964315",26.7746640595073
"LOC107964316","LOC107964316",4.76403720346084
"LOC107964317","LOC107964317",4.22971209614475
"LOC107964318","LOC107964318",55.170871764043
"LOC107964319","LOC107964319",7.0260866745181
"LOC107964320","LOC107964320",13.6922267959716
"LOC107964321","LOC107964321",274.423419554543
"LOC107964322","LOC107964322",2.51430554294362
"LOC107964323","LOC107964323",85.1670466885961
"LOC107964324","LOC107964324",7.87405521698283
"LOC107964325","LOC107964325",4.76145676039208
"LOC107964326","LOC107964326",2.75450526370387
"LOC107964327","LOC107964327",13.1925293238872
"LOC107964328","LOC107964328",9.05816447104714
"LOC107964329","LOC107964329",402.987556396063
"LOC107964330","LOC107964330",2.28777868491292
"LOC107964331","LOC107964331",11.5139459515279
"LOC107964332","LOC107964332",1.88528193884304
"LOC107964333","LOC107964333",20.1962590767757
"LOC107964334","LOC107964334",5.37090998280113
"LOC107964335","LOC107964335",2.68359809404126
"LOC107964336","LOC107964336",10.8681995674549
"LOC107964337","LOC107964337",27.2866279908575
"LOC107964338","LOC107964338",32.6975001897778
"LOC107964339","LOC107964339",7.23851195691945
"LOC107964340","LOC107964340",20.6163403295516
"LOC107964341","LOC107964341",8.13827088667896
"LOC107964342","LOC107964342",315.2641050916
"LOC107964343","LOC107964343",92.9107826794815
"LOC107964344","LOC107964344",52.5447067284529
"LOC107964345","LOC107964345",33.3199803940908
"LOC107964346","LOC107964346",8.76844834801224
"LOC107964347","LOC107964347",19.1223749264243
"LOC107964348","LOC107964348",41.6818317379212
"LOC107964349","LOC107964349",43.1859372314637
"LOC107964350","LOC107964350",14.6797372598296
"LOC107964351","LOC107964351",154.648905314764
"LOC107964352","LOC107964352",6.58506098200276
"LOC107964353","LOC107964353",6.76037808264906
"LOC107964354","LOC107964354",5.81812588795643
"LOC107964355","LOC107964355",38.3196891807831
"LOC107964356","LOC107964356",54.7804303172049
"LOC107964357","LOC107964357",138.200834853646
"LOC107964358","LOC107964358",5.07533943125198
"LOC107964359","LOC107964359",9.33308183469391
"LOC107964360","LOC107964360",70.3182950188507
"LOC107964361","LOC107964361",18.0943592833878
"LOC107964362","LOC107964362",21.083046044634
"LOC107964363","LOC107964363",1.88460223966337
"LOC107964364","LOC107964364",3.12956739132905
"LOC107964398","LOC107964398",38.5478244954774
"LOC107964399","LOC107964399",35.3231472243597
"LOC107964400","LOC107964400",22.3596037415937
"LOC107964401","LOC107964401",22.6868284280819
"LOC107964402","LOC107964402",10.4237690651697
"LOC107964403","LOC107964403",15.3932788596105
"LOC107964404","LOC107964404",70.1634391677177
"LOC107964405","LOC107964405",15.7774611335821
"LOC107964406","LOC107964406",3.31190261905387
"LOC107964407","LOC107964407",3.20255061705501
"LOC107964408","LOC107964408",4.15348184021707
"LOC107964409","LOC107964409",66.9601342474912
"LOC107964410","LOC107964410",1.49764053899682
"LOC107964411","LOC107964411",2.8249529409136
"LOC107964412","LOC107964412",16.3189369838201
"LOC107964413","LOC107964413",36.2935705353144
"LOC107964414","LOC107964414",40.2327903748451
"LOC107964415","LOC107964415",1.72345201983935
"LOC107964416","LOC107964416",108.432524975519
"LOC107964417","LOC107964417",411.208057763733
"LOC107964418","LOC107964418",5.53382478191128
"LOC107964419","LOC107964419",4.01006562441781
"LOC107964420","LOC107964420",197.66189304706
"LOC107964421","LOC107964421",93.6768799008939
"LOC107964422","LOC107964422",8.71943648749724
"LOC107964423","LOC107964423",8.31534579665915
"LOC107964424","LOC107964424",1.76883028804079
"LOC107964425","LOC107964425",1.58337011922919
"LOC107964426","LOC107964426",1.49148768364924
"LOC107964427","LOC107964427",13.562791117025
"LOC107964428","LOC107964428",7.86572684540596
"LOC107964430","LOC107964430",1.68819291345713
"LOC107964431","LOC107964431",12.5498302889479
"LOC107964432","LOC107964432",2.03545496360283
"LOC107964433","LOC107964433",88.1260860833828
"LOC107964434","LOC107964434",1.61678051299476
"LOC107964435","LOC107964435",53.6246082679594
"LOC107964436","LOC107964436",18.1282209258207
"LOC107964437","LOC107964437",37.5354587418098
"LOC107964438","LOC107964438",14.247410532954
"LOC107964439","LOC107964439",69.6701545512327
"LOC107964440","LOC107964440",169.180556700463
"LOC107964441","LOC107964441",1.92739076082783
"LOC107964442","LOC107964442",13.129560915741
"LOC107964443","LOC107964443",191.125046509476
"LOC107964444","LOC107964444",22.7657654232154
"LOC107964445","LOC107964445",7.63296864552621
"LOC107964446","LOC107964446",9.2661117776678
"LOC107964447","LOC107964447",17.4458024645245
"LOC107964448","LOC107964448",19.5584664577918
"LOC107964449","LOC107964449",21.0523386183913
"LOC107964450","LOC107964450",4.46744550666218
"LOC107964451","LOC107964451",7.10877519467265
"LOC107964452","LOC107964452",5.70977961428659
"LOC107964453","LOC107964453",43.5927508142137
"LOC107964454","LOC107964454",10.0552660211046
"LOC107964455","LOC107964455",109.078019333161
"LOC107964456","LOC107964456",15.8245895103339
"LOC107964457","LOC107964457",2.41676553969364
"LOC107964458","LOC107964458",2.29388811749851
"LOC107964459","LOC107964459",5.06269230505134
"LOC107964460","LOC107964460",7.54174535608388
"LOC107964461","LOC107964461",21.2460253789258
"LOC107964462","LOC107964462",2.58167645066997
"LOC107964463","LOC107964463",7.90884114415215
"LOC107964464","LOC107964464",6.8668051149333
"LOC107964465","LOC107964465",4.9851735811266
"LOC107964466","LOC107964466",3.30987009991712
"LOC107964467","LOC107964467",7.77064105465914
"LOC107964468","LOC107964468",7.4690571170071
"LOC107964469","LOC107964469",1.32205096347684
"LOC107964470","LOC107964470",3.20388607203071
"LOC107964471","LOC107964471",7.00977940568072
"LOC107964472","LOC107964472",35.3454980078457
"LOC107964473","LOC107964473",51.6640249714697
"LOC107964474","LOC107964474",84.0847961493401
"LOC107964475","LOC107964475",15.8007105351469
"LOC107964476","LOC107964476",425.067408439602
"LOC107964477","LOC107964477",6.04809232095847
"LOC107964478","LOC107964478",17.6597957442657
"LOC107964479","LOC107964479",88.7994143354
"LOC107964480","LOC107964480",20.3490896938573
"LOC107964481","LOC107964481",52.3920025129726
"LOC107964482","LOC107964482",5.23428343907854
"LOC107964483","LOC107964483",3.85473511391617
"LOC107964484","LOC107964484",29.3926855689724
"LOC107964485","LOC107964485",8.91094594482251
"LOC107964486","LOC107964486",7.78135543564385
"LOC107964487","LOC107964487",154.56557417302
"LOC107964488","LOC107964488",3.63712123886495
"LOC107964489","LOC107964489",2.49647327861958
"LOC107964490","LOC107964490",6.74209915020453
"LOC107964491","LOC107964491",402.745218336936
"LOC107964492","LOC107964492",10.9839829501679
"LOC107964493","LOC107964493",431.848378434578
"LOC107964494","LOC107964494",131.122871370116
"LOC107964495","LOC107964495",61.882108349908
"LOC107964496","LOC107964496",9.61428065141369
"LOC107964497","LOC107964497",11.4274016196102
"LOC107964498","LOC107964498",12.7189374117138
"LOC107964499","LOC107964499",34.058869956872
"LOC107964500","LOC107964500",2.13155975226653
"LOC107964501","LOC107964501",13.4769030641582
"LOC107964502","LOC107964502",43.6090430141164
"LOC107964503","LOC107964503",6.81306780818837
"LOC107964505","LOC107964505",62.4625678676873
"LOC107964506","LOC107964506",7.88293336202798
"LOC107964507","LOC107964507",6.18053032047566
"LOC107964508","LOC107964508",326.77234542802
"LOC107964509","LOC107964509",38.4937599587525
"LOC107964510","LOC107964510",2.5376889346904
"LOC107964511","LOC107964511",5.78937461815032
"LOC107964512","LOC107964512",70.2637942219562
"LOC107964513","LOC107964513",39.1782190646514
"LOC107964514","LOC107964514",2.35930412396482
"LOC107964515","LOC107964515",20.098831903921
"LOC107964516","LOC107964516",421.643336810623
"LOC107964517","LOC107964517",141.701255523282
"LOC107964518","LOC107964518",10.1587348537262
"LOC107964519","LOC107964519",4.59313655121864
"LOC107964520","LOC107964520",13.010108671831
"LOC107964525","LOC107964525",443.525694256837
"LOC107964526","LOC107964526",27.857209013473
"LOC107964527","LOC107964527",2.71840267429009
"LOC107964528","LOC107964528",32.1819986534895
"LOC107964529","LOC107964529",5.14821476448016
"LOC107964530","LOC107964530",4.48790630809877
"LOC107964531","LOC107964531",5.65221874676071
"LOC107964532","LOC107964532",20.6501209377942
"LOC107964533","LOC107964533",112.965330038809
"LOC107964534","LOC107964534",119.100265331561
"LOC107964535","LOC107964535",19.5312303739705
"LOC107964536","LOC107964536",62.4222549927466
"LOC107964537","LOC107964537",30.0136485393336
"LOC107964538","LOC107964538",2.36848866796629
"LOC107964539","LOC107964539",25.9450822114203
"LOC107964540","LOC107964540",116.779401035886
"LOC107964541","LOC107964541",1.92396864568665
"LOC107964542","LOC107964542",4.22873638001261
"LOC107964544","LOC107964544",7.2175739218636
"LOC107964545","LOC107964545",18.3798879881732
"LOC107964546","LOC107964546",5.91728127055222
"LOC107964547","LOC107964547",3.2617141292396
"LOC107964548","LOC107964548",6.2923577248908
"LOC107964549","LOC107964549",214.227939177156
"LOC107964550","LOC107964550",1.86233630800758
"LOC107964551","LOC107964551",12.194212443666
"LOC107964552","LOC107964552",21.4796588156228
"LOC107964553","LOC107964553",5.84033373111986
"LOC107964554","LOC107964554",11.3968646607526
"LOC107964555","LOC107964555",1.49591860068592
"LOC107964556","LOC107964556",6.37595001333941
"LOC107964557","LOC107964557",4.1237326257571
"LOC107964558","LOC107964558",13.6517009606039
"LOC107964559","LOC107964559",154.888667284272
"LOC107964560","LOC107964560",20.0687593876785
"LOC107964561","LOC107964561",7.4167774368988
"LOC107964562","LOC107964562",111.431163052216
"LOC107964563","LOC107964563",2.94438673714793
"LOC107964564","LOC107964564",18.4552142923507
"LOC107964565","LOC107964565",2.27865885340891
"LOC107964566","LOC107964566",87.4989398757987
"LOC107964567","LOC107964567",1.52300895421298
"LOC107964568","LOC107964568",66.6684432698122
"LOC107964569","LOC107964569",2.41735121358442
"LOC107964570","LOC107964570",3.66520698393712
"LOC107964571","LOC107964571",5.46807180036118
"LOC107964572","LOC107964572",31.383698781323
"LOC107964573","LOC107964573",21.2597010342351
"LOC107964574","LOC107964574",168.823376265741
"LOC107964575","LOC107964575",90.4691252812608
"LOC107964576","LOC107964576",6.19843518443272
"LOC107964577","LOC107964577",9.71316944168032
"LOC107964578","LOC107964578",417.048496618694
"LOC107964579","LOC107964579",5.30887543873128
"LOC107964580","LOC107964580",2.89637593450486
"LOC107964581","LOC107964581",208.137226237889
"LOC107964582","LOC107964582",11.9456519428574
"LOC107964583","LOC107964583",22.9071801836741
"LOC107964584","LOC107964584",7.43017102313801
"LOC107964585","LOC107964585",4.23020222085016
"LOC107964586","LOC107964586",17.3628818591329
"LOC107964587","LOC107964587",5.34935915943906
"LOC107964588","LOC107964588",1.91400636810083
"LOC107964589","LOC107964589",27.2162353179151
"LOC107964590","LOC107964590",10.3073567769307
"LOC107964591","LOC107964591",2.12479187318263
"LOC107964592","LOC107964592",6.97823817398098
"LOC107964593","LOC107964593",52.1093339347739
"LOC107964594","LOC107964594",14.0214562545436
"LOC107964595","LOC107964595",14.8110774971761
"LOC107964596","LOC107964596",1.57020962736632
"LOC107964597","LOC107964597",3.575054363367
"LOC107964598","LOC107964598",14.753441547766
"LOC107964599","LOC107964599",21.4843412464594
"LOC107964600","LOC107964600",65.8127755392013
"LOC107964601","LOC107964601",2.21078966167776
"LOC107964602","LOC107964602",19.8706267815904
"LOC107964603","LOC107964603",73.6743115828305
"LOC107964604","LOC107964604",13.4451560443177
"LOC107964606","LOC107964606",1.47953619457757
"LOC107964607","LOC107964607",6.70873367776058
"LOC107964608","LOC107964608",5.97480094367323
"LOC107964609","LOC107964609",73.6512188191468
"LOC107964610","LOC107964610",2.52642261796791
"LOC107964611","LOC107964611",9.11559695744179
"LOC107964612","LOC107964612",1.62559052738786
"LOC107964613","LOC107964613",8.03400349528279
"LOC107964614","LOC107964614",13.4220474292112
"LOC107964615","LOC107964615",12.0120928150873
"LOC107964616","LOC107964616",55.2385051364841
"LOC107964617","LOC107964617",4.98835395439154
"LOC107964618","LOC107964618",115.773037130086
"LOC107964619","LOC107964619",7.47530603285088
"LOC107964620","LOC107964620",5.33645255141646
"LOC107964621","LOC107964621",51.9748492093513
"LOC107964622","LOC107964622",7.28148460609513
"LOC107964623","LOC107964623",9.0998454685547
"LOC107964624","LOC107964624",13.2195632040534
"LOC107964625","LOC107964625",2.30652012844892
"LOC107964626","LOC107964626",14.8916304804548
"LOC107964627","LOC107964627",2.25085063173857
"LOC107964628","LOC107964628",7.26498958190167
"LOC107964629","LOC107964629",3.29025097745803
"LOC107964630","LOC107964630",1.48206215642996
"LOC107964631","LOC107964631",3.39235498898791
"LOC107964632","LOC107964632",14.6086960893498
"LOC107964633","LOC107964633",16.9015875482507
"LOC107964634","LOC107964634",6.17462173065284
"LOC107964635","LOC107964635",29.6830680489171
"LOC107964637","LOC107964637",4.93538930225988
"LOC107964638","LOC107964638",4.69431208006445
"LOC107964639","LOC107964639",15.9092041524394
"LOC107964640","LOC107964640",429.340740258269
"LOC107964641","LOC107964641",3.37656619651324
"LOC107964642","LOC107964642",16.6710465428772
"LOC107964643","LOC107964643",8.31640630693238
"LOC107964644","LOC107964644",2.7768705496018
"LOC107964645","LOC107964645",17.815953716934
"LOC107964646","LOC107964646",1.29966225691138
"LOC107964647","LOC107964647",414.801177803295
"LOC107964648","LOC107964648",56.5333172682154
"LOC107964649","LOC107964649",3.77378453255098
"LOC107964650","LOC107964650",18.7659693631092
"LOC107964651","LOC107964651",7.07254999255064
"LOC107964652","LOC107964652",41.8988552763195
"LOC107964653","LOC107964653",6.80646833323933
"LOC107964654","LOC107964654",4.76868431276904
"LOC107964655","LOC107964655",6.53100046654091
"LOC107964656","LOC107964656",6.03776646041266
"LOC107964657","LOC107964657",4.00515976484706
"LOC107964658","LOC107964658",37.9080346606262
"LOC107964659","LOC107964659",3.09335486003521
"LOC107964660","LOC107964660",1.85189025192065
"LOC107964661","LOC107964661",1.6591696172982
"LOC107964662","LOC107964662",15.9687259304019
"LOC107964663","LOC107964663",8.02090130269933
"LOC107964664","LOC107964664",22.4469990459457
"LOC107964665","LOC107964665",5.47155299676496
"LOC107964666","LOC107964666",11.3884703210149
"LOC107964667","LOC107964667",26.9647993382222
"LOC107964668","LOC107964668",3.62037855778734
"LOC107964669","LOC107964669",14.1873858064508
"LOC107964671","LOC107964671",434.163834412434
"LOC107964672","LOC107964672",4.06151677087166
"LOC107964673","LOC107964673",101.291368459808
"LOC107964674","LOC107964674",103.73437500953
"LOC107964675","LOC107964675",4.02803077752358
"LOC107964677","LOC107964677",21.0660085874395
"LOC107964678","LOC107964678",4.95648277834252
"LOC107964679","LOC107964679",10.592073903018
