"","Gene","kTotal"
"LOC408713","LOC408713",40.3700099276072
"LOC408714","LOC408714",27.0319736702684
"LOC408715","LOC408715",67.855899936807
"LOC408716","LOC408716",170.552639798804
"LOC408717","LOC408717",22.5528201179187
"LOC408718","LOC408718",47.2664930029464
"LOC408721","LOC408721",11.7775024400736
"LOC408722","LOC408722",77.5596191516524
"LOC408723","LOC408723",31.6758156354747
"LOC408724","LOC408724",363.756875762045
"LOC408725","LOC408725",21.33569674415
"LOC408727","LOC408727",37.2505910123892
"LOC408728","LOC408728",53.4814155261127
"LOC408729","LOC408729",7.85391111894158
"LOC408730","LOC408730",46.6446609249766
"LOC408732","LOC408732",86.5870644242056
"LOC408733","LOC408733",150.86207304892
"LOC408734","LOC408734",23.7524004349393
"LOC408740","LOC408740",34.8186175478984
"LOC408741","LOC408741",22.0204021185124
"LOC408742","LOC408742",8.28996411156162
"LOC408748","LOC408748",18.8367003168972
"LOC408749","LOC408749",55.368959520055
"LOC408750","LOC408750",173.119403652741
"LOC408751","LOC408751",8.32066118595135
"LOC408752","LOC408752",91.2694061160831
"LOC408754","LOC408754",38.524671711535
"LOC408755","LOC408755",16.1731020257685
"LOC408759","LOC408759",53.5108840195869
"LOC408761","LOC408761",296.331287326495
"LOC408762","LOC408762",346.464265387405
"LOC408763","LOC408763",86.328123013082
"LOC408766","LOC408766",59.3975195413866
"LOC408767","LOC408767",4.80855701796813
"LOC408769","LOC408769",57.5972726437628
"LOC408770","LOC408770",52.6701851384729
"LOC408773","LOC408773",141.783711538597
"LOC408774","LOC408774",77.5348104551299
"LOC408775","LOC408775",47.3866140663625
"LOC408777","LOC408777",12.7787037587066
"LOC408779","LOC408779",24.3041056657227
"LOC408780","LOC408780",53.27485817716
"LOC408782","LOC408782",122.961135334449
"LOC408783","LOC408783",107.031877594452
"LOC408784","LOC408784",210.787828619799
"LOC408785","LOC408785",42.7743346799942
"LOC408787","LOC408787",7.68368181808514
"LOC408788","LOC408788",124.452772991507
"LOC408789","LOC408789",36.098464835222
"LOC408790","LOC408790",23.5390696526842
"LOC408791","LOC408791",25.555452554472
"LOC408792","LOC408792",44.7957627872694
"LOC408793","LOC408793",138.281574535978
"LOC408794","LOC408794",70.8549440876291
"LOC408796","LOC408796",11.5946708866886
"LOC408797","LOC408797",3.85319534843169
"LOC408799","LOC408799",17.9322329874174
"LOC408801","LOC408801",27.7651966637792
"LOC408803","LOC408803",21.6308185212678
"LOC408804","LOC408804",60.781904277225
"LOC408805","LOC408805",36.6712385670595
"LOC408807","LOC408807",126.657200725493
"LOC408808","LOC408808",54.2909099060544
"LOC408809","LOC408809",70.2743274124585
"LOC408810","LOC408810",74.2514121841999
"LOC408811","LOC408811",76.2607541722118
"LOC408814","LOC408814",34.272822936093
"LOC408815","LOC408815",106.789778607813
"LOC408817","LOC408817",84.0105813968697
"LOC408818","LOC408818",53.6376469323505
"LOC408819","LOC408819",21.6631791556466
"LOC408820","LOC408820",25.4233543110352
"LOC408821","LOC408821",82.2349123237971
"LOC408822","LOC408822",4.57199729586289
"LOC408824","LOC408824",7.24636658337051
"LOC408826","LOC408826",60.8556213145956
"LOC408827","LOC408827",45.605285817694
"LOC408828","LOC408828",52.208621389566
"LOC408830","LOC408830",32.0220102574421
"LOC408831","LOC408831",30.8304224580997
"LOC408833","LOC408833",11.9490548670635
"LOC408834","LOC408834",129.55072953347
"LOC408835","LOC408835",58.735393288592
"LOC408836","LOC408836",11.7986196634692
"LOC408837","LOC408837",80.5438842223777
"LOC408839","LOC408839",196.080323645263
"LOC408840","LOC408840",151.822072709774
"LOC408841","LOC408841",41.1634274782566
"LOC408842","LOC408842",329.771486349554
"LOC408843","LOC408843",18.3795621628141
"LOC408844","LOC408844",23.816602887677
"LOC408845","LOC408845",23.8076854808653
"LOC408846","LOC408846",12.9648417071647
"LOC408847","LOC408847",2.49059625496842
"LOC408848","LOC408848",75.6420875514376
"LOC408850","LOC408850",163.158378513677
"LOC408851","LOC408851",70.6958563672132
"LOC408852","LOC408852",9.82934685212324
"LOC408853","LOC408853",66.96336780395
"LOC408857","LOC408857",2.17747610515793
"LOC408859","LOC408859",42.4599633666861
"LOC408860","LOC408860",25.4177450557237
"LOC408862","LOC408862",9.08131598439397
"LOC408863","LOC408863",119.68255359613
"LOC408864","LOC408864",40.7494729463896
"LOC408865","LOC408865",118.962485737134
"LOC408866","LOC408866",152.802755206224
"LOC408867","LOC408867",73.7893241870173
"LOC408868","LOC408868",53.4878133236674
"LOC408869","LOC408869",95.5682728748131
"LOC408871","LOC408871",14.1943892423316
"LOC408872","LOC408872",5.8185161372595
"LOC408874","LOC408874",79.4735062297712
"LOC408875","LOC408875",59.243402716301
"LOC408876","LOC408876",46.9205644797281
"LOC408877","LOC408877",57.1936367826233
"LOC408878","LOC408878",56.8951387974021
"LOC408882","LOC408882",104.144004143068
"LOC408883","LOC408883",41.4915028829162
"LOC408884","LOC408884",19.5678864178579
"LOC408886","LOC408886",8.85880357571231
"LOC408887","LOC408887",84.9117666026
"LOC408888","LOC408888",3.49802414367722
"LOC408889","LOC408889",85.9043144609184
"LOC408890","LOC408890",367.895655770747
"LOC408891","LOC408891",237.510017650186
"LOC408892","LOC408892",37.5806913863873
"LOC408894","LOC408894",5.84520025271178
"LOC408896","LOC408896",102.218432706518
"LOC408897","LOC408897",93.3110698718553
"LOC408898","LOC408898",11.1872676912065
"LOC408900","LOC408900",153.514487098044
"LOC408901","LOC408901",48.7694794840365
"LOC408902","LOC408902",48.9016442221314
"LOC408903","LOC408903",82.3615049334351
"LOC408904","LOC408904",30.3173827284188
"LOC408905","LOC408905",163.879643817264
"LOC408906","LOC408906",26.6917702514595
"LOC408908","LOC408908",61.7909631926351
"LOC408909","LOC408909",36.9623702821624
"LOC408910","LOC408910",11.0509395266997
"LOC408911","LOC408911",24.2969151787233
"LOC408914","LOC408914",32.5385128494794
"LOC408915","LOC408915",23.3767025759027
"LOC408916","LOC408916",65.5810849313739
"LOC408917","LOC408917",370.614702003339
"LOC408918","LOC408918",39.589832875722
"LOC408920","LOC408920",120.635598439736
"LOC408922","LOC408922",2.93915761314506
"LOC408923","LOC408923",232.820723322121
"LOC408924","LOC408924",33.9096536988526
"LOC408925","LOC408925",50.1937449107406
"LOC408926","LOC408926",88.1257798675856
"LOC408934","LOC408934",13.0215913813395
"LOC408935","LOC408935",76.3221069941237
"LOC408936","LOC408936",133.757333844634
"LOC408937","LOC408937",104.344995442264
"LOC408939","LOC408939",66.5927261502893
"LOC408942","LOC408942",26.1166653574042
"LOC408944","LOC408944",15.5258886804088
"LOC408945","LOC408945",30.2785647537597
"LOC408949","LOC408949",89.6983142823513
"LOC408950","LOC408950",45.4329369939216
"LOC408951","LOC408951",84.5473320449391
"LOC408952","LOC408952",80.4038592788462
"LOC408953","LOC408953",46.0379831344833
"LOC408955","LOC408955",18.2578214915469
"LOC408957","LOC408957",26.2681981171253
"LOC408958","LOC408958",40.0059003079881
"LOC408959","LOC408959",57.0243596369642
"LOC408960","LOC408960",7.30582965121436
"LOC408961","LOC408961",94.2174355052047
"LOC408963","LOC408963",11.2905728096753
"LOC408964","LOC408964",16.4346618139985
"LOC408965","LOC408965",18.2855780812464
"LOC408966","LOC408966",60.8160473941051
"LOC408967","LOC408967",25.0824466802022
"LOC408968","LOC408968",35.1933726287352
"LOC408969","LOC408969",24.4124501793154
"LOC408970","LOC408970",31.2092579969237
"LOC408971","LOC408971",31.3472828251538
"LOC408972","LOC408972",52.0653151841904
"LOC408973","LOC408973",50.3393136651501
"LOC408976","LOC408976",32.1698201629368
"LOC408979","LOC408979",107.908872612014
"LOC408980","LOC408980",83.4629129302184
"LOC408981","LOC408981",8.82086222204269
"LOC408982","LOC408982",11.2628233604393
"LOC408983","LOC408983",44.6961744261186
"LOC408985","LOC408985",9.3796041937619
"LOC408986","LOC408986",88.8902606439505
"LOC408987","LOC408987",89.7834294105839
"LOC408988","LOC408988",14.5010475579093
"LOC408989","LOC408989",64.8609151766646
"LOC408990","LOC408990",195.041132210277
"LOC408991","LOC408991",73.1036513798752
"LOC408992","LOC408992",19.8383421199794
"LOC408996","LOC408996",19.0178143702002
"LOC409000","LOC409000",41.7947028851848
"LOC409001","LOC409001",38.6465637785929
"LOC409002","LOC409002",37.4254612639222
"LOC409004","LOC409004",41.9808425175868
"LOC409005","LOC409005",31.5406772470541
"LOC409006","LOC409006",16.3419413372981
"LOC409007","LOC409007",88.3864666667405
"LOC409009","LOC409009",219.209493753623
"LOC409010","LOC409010",86.5143499753148
"LOC409011","LOC409011",32.2507011367358
"LOC409015","LOC409015",117.470069830778
"LOC409016","LOC409016",19.4690512359184
"LOC409017","LOC409017",32.7995091163518
"LOC409019","LOC409019",33.9289931763003
"LOC409020","LOC409020",59.0012670585133
"LOC409022","LOC409022",53.8055987534837
"LOC409023","LOC409023",104.488377086567
"LOC409024","LOC409024",99.3658365396165
"LOC409025","LOC409025",15.4556612678071
"LOC409026","LOC409026",13.7441095653874
"LOC409027","LOC409027",82.2133874369501
"LOC409028","LOC409028",49.1588488732182
"LOC409032","LOC409032",19.5509167995995
"LOC409034","LOC409034",81.6491301840706
"LOC409036","LOC409036",28.5934540221653
"LOC409038","LOC409038",27.5997689270877
"LOC409039","LOC409039",57.0267099080538
"LOC409041","LOC409041",32.9828774996637
"LOC409043","LOC409043",45.0703835821009
"LOC409045","LOC409045",118.426667747922
"LOC409046","LOC409046",29.2515593677621
"LOC409047","LOC409047",21.7607824971148
"LOC409049","LOC409049",70.1354966195023
"LOC409050","LOC409050",127.541310457341
"LOC409051","LOC409051",51.7230428324513
"LOC409053","LOC409053",136.510877180994
"LOC409055","LOC409055",25.0977398989336
"LOC409056","LOC409056",34.1648428398755
"LOC409057","LOC409057",10.5849069115328
"LOC409058","LOC409058",10.1996106117423
"LOC409059","LOC409059",35.0603161613299
"LOC409060","LOC409060",62.6076323842061
"LOC409061","LOC409061",3.22873406906105
"LOC409062","LOC409062",45.6879802041918
"LOC409063","LOC409063",63.0241748469346
"LOC409064","LOC409064",25.7216240894962
"LOC409065","LOC409065",92.830938425983
"LOC409066","LOC409066",53.263283453462
"LOC409068","LOC409068",51.5243203309581
"LOC409070","LOC409070",132.189332749456
"LOC409073","LOC409073",64.2525496607601
"LOC409074","LOC409074",8.32173122749471
"LOC409075","LOC409075",88.1835584630769
"LOC409077","LOC409077",111.27766311517
"LOC409078","LOC409078",26.7978312362078
"LOC409079","LOC409079",24.9878477599653
"LOC409082","LOC409082",87.0760214387439
"LOC409083","LOC409083",255.064977792924
"LOC409084","LOC409084",88.79900966918
"LOC409085","LOC409085",23.8921779520052
"LOC409086","LOC409086",157.986724672476
"LOC409087","LOC409087",21.6646120357733
"LOC409088","LOC409088",7.01903191773218
"LOC409089","LOC409089",21.3122550170158
"LOC409090","LOC409090",45.1391598506231
"LOC409091","LOC409091",6.36611494809295
"LOC409092","LOC409092",314.507701836397
"LOC409093","LOC409093",177.252455030721
"LOC409095","LOC409095",39.4653397945894
"LOC409096","LOC409096",47.5714755945722
"LOC409098","LOC409098",91.9541514111241
"LOC409099","LOC409099",124.508276051995
"LOC409100","LOC409100",59.3302779063411
"LOC409102","LOC409102",32.3068360549279
"LOC409103","LOC409103",62.7924425095976
"LOC409105","LOC409105",50.8573038299217
"LOC409106","LOC409106",94.6257074790677
"LOC409107","LOC409107",116.524725107463
"LOC409108","LOC409108",95.2465904699542
"LOC409109","LOC409109",31.7804135290349
"LOC409110","LOC409110",35.0541036259388
"LOC409111","LOC409111",123.38871025853
"LOC409113","LOC409113",51.3067126419497
"LOC409114","LOC409114",57.3638330853258
"LOC409115","LOC409115",252.416128627948
"LOC409117","LOC409117",122.251092817607
"LOC409118","LOC409118",336.189524745957
"LOC409119","LOC409119",269.350505092974
"LOC409122","LOC409122",88.8658308646022
"LOC409124","LOC409124",79.102246305235
"LOC409125","LOC409125",24.802848695003
"LOC409126","LOC409126",41.2900637515343
"LOC409127","LOC409127",170.703217634165
"LOC409129","LOC409129",18.8131878641694
"LOC409130","LOC409130",50.7596948422951
"LOC409131","LOC409131",46.8057510337937
"LOC409132","LOC409132",32.8708008904503
"LOC409134","LOC409134",172.335701237605
"LOC409136","LOC409136",30.116728032548
"LOC409137","LOC409137",54.8648674807054
"LOC409138","LOC409138",49.8930749738885
"LOC409139","LOC409139",25.4600850235398
"LOC409140","LOC409140",12.3148823081914
"LOC409141","LOC409141",24.556169271337
"LOC409142","LOC409142",29.4445733893108
"LOC409143","LOC409143",16.896531910099
"LOC409144","LOC409144",80.8695055153599
"LOC409145","LOC409145",58.231497085185
"LOC409150","LOC409150",40.7349658519009
"LOC409151","LOC409151",97.2599184937148
"LOC409152","LOC409152",59.4235849931937
"LOC409153","LOC409153",290.668593626022
"LOC409154","LOC409154",35.066254145545
"LOC409155","LOC409155",50.5257590208642
"LOC409157","LOC409157",4.56102707465096
"LOC409158","LOC409158",44.7518257683054
"LOC409159","LOC409159",31.8535526852196
"LOC409160","LOC409160",8.61463085066774
"LOC409162","LOC409162",7.1918407428412
"LOC409163","LOC409163",26.6064243753718
"LOC409164","LOC409164",39.7576878658872
"LOC409165","LOC409165",80.3159630741641
"LOC409166","LOC409166",24.5262838883878
"LOC409167","LOC409167",35.5746120096333
"LOC409168","LOC409168",169.758643673717
"LOC409169","LOC409169",219.703320399109
"LOC409170","LOC409170",22.0693997882742
"LOC409171","LOC409171",11.208954545034
"LOC409172","LOC409172",116.279264033486
"LOC409173","LOC409173",36.1710054471975
"LOC409174","LOC409174",10.8763079149454
"LOC409176","LOC409176",35.6583396936315
"LOC409177","LOC409177",18.7495714313292
"LOC409178","LOC409178",20.3137876036121
"LOC409179","LOC409179",442.845919396281
"LOC409180","LOC409180",19.0923203037564
"LOC409182","LOC409182",36.7701211337126
"LOC409183","LOC409183",24.2853734256363
"LOC409184","LOC409184",47.1906986041436
"LOC409185","LOC409185",77.7334459298299
"LOC409186","LOC409186",28.7096667009219
"LOC409187","LOC409187",18.5069181020257
"LOC409189","LOC409189",31.2341246132464
"LOC409191","LOC409191",203.403484563175
"LOC409192","LOC409192",33.3549684820453
"LOC409193","LOC409193",93.1658813970868
"LOC409195","LOC409195",8.34139081174013
"LOC409196","LOC409196",16.3348845307165
"LOC409197","LOC409197",94.8575062133402
"LOC409198","LOC409198",35.5837615308364
"LOC409199","LOC409199",117.396082579304
"LOC409200","LOC409200",142.704241544784
"LOC409201","LOC409201",34.2083626205418
"LOC409202","LOC409202",128.43127552993
"LOC409203","LOC409203",9.30842997516161
"LOC409204","LOC409204",14.2508340319315
"LOC409206","LOC409206",25.4313665725563
"LOC409207","LOC409207",133.082834743372
"LOC409208","LOC409208",14.0183969159399
"LOC409212","LOC409212",98.4438527364016
"LOC409217","LOC409217",20.7661874088031
"LOC409218","LOC409218",27.0134858546076
"LOC409219","LOC409219",84.8145968252502
"LOC409221","LOC409221",43.0334085743893
"LOC409222","LOC409222",164.880215378966
"LOC409225","LOC409225",50.0617418974509
"LOC409226","LOC409226",341.29744007513
"LOC409228","LOC409228",104.441448443182
"LOC409229","LOC409229",189.394219227983
"LOC409230","LOC409230",134.396764925814
"LOC409231","LOC409231",120.103955214577
"LOC409232","LOC409232",129.95882916031
"LOC409234","LOC409234",71.0595548046652
"LOC409235","LOC409235",76.2389668845271
"LOC409236","LOC409236",65.9578498831708
"LOC409238","LOC409238",57.9877154291401
"LOC409240","LOC409240",36.613725357223
"LOC409241","LOC409241",10.5817305309758
"LOC409242","LOC409242",161.672277165908
"LOC409243","LOC409243",280.636148825993
"LOC409244","LOC409244",25.2411540493445
"LOC409245","LOC409245",28.8492080500477
"LOC409246","LOC409246",55.8656955573838
"LOC409247","LOC409247",10.0910327488963
"LOC409249","LOC409249",190.182852098012
"LOC409250","LOC409250",4.48776057655233
"LOC409251","LOC409251",156.457945183676
"LOC409252","LOC409252",97.6884399434878
"LOC409253","LOC409253",20.0499304948666
"LOC409254","LOC409254",49.6631855891581
"LOC409255","LOC409255",70.8340310910762
"LOC409256","LOC409256",31.7557543035021
"LOC409257","LOC409257",43.2281859246272
"LOC409258","LOC409258",187.48879423552
"LOC409259","LOC409259",252.816464445964
"LOC409260","LOC409260",50.3046967691127
"LOC409261","LOC409261",4.19408884075686
"LOC409262","LOC409262",35.1278481867718
"LOC409263","LOC409263",16.4549627518027
"LOC409264","LOC409264",51.1589320699543
"LOC409265","LOC409265",102.354253389168
"LOC409267","LOC409267",32.9573159512879
"LOC409268","LOC409268",148.900368244192
"LOC409269","LOC409269",31.0708678947968
"LOC409270","LOC409270",23.5464302911796
"LOC409271","LOC409271",139.859052489698
"LOC409272","LOC409272",11.4649423553607
"LOC409273","LOC409273",82.7901176398546
"LOC409274","LOC409274",44.5117291888935
"LOC409276","LOC409276",26.0985466115212
"LOC409277","LOC409277",48.5294708133533
"LOC409278","LOC409278",56.9138697393607
"LOC409279","LOC409279",86.8044913852421
"LOC409280","LOC409280",86.9882626430534
"LOC409281","LOC409281",62.9690648280729
"LOC409282","LOC409282",115.007139632023
"LOC409283","LOC409283",301.292161996359
"LOC409285","LOC409285",28.7588467853783
"LOC409286","LOC409286",5.10403128404817
"LOC409288","LOC409288",71.7776701973675
"LOC409290","LOC409290",50.41272556799
"LOC409291","LOC409291",92.5119609438451
"LOC409292","LOC409292",55.727098933932
"LOC409293","LOC409293",3.89035958227398
"LOC409294","LOC409294",94.7237586417825
"LOC409295","LOC409295",33.3712006752837
"LOC409296","LOC409296",150.182751825946
"LOC409298","LOC409298",17.2111360236926
"LOC409299","LOC409299",37.7066607071869
"LOC409300","LOC409300",60.4286012949287
"LOC409301","LOC409301",216.182074929831
"LOC409303","LOC409303",54.5365909453376
"LOC409305","LOC409305",48.8769335975626
"LOC409306","LOC409306",24.8613427817776
"LOC409307","LOC409307",48.4961476595972
"LOC409308","LOC409308",232.648191690959
"LOC409310","LOC409310",41.001109012674
"LOC409311","LOC409311",79.1594824611388
"LOC409312","LOC409312",110.337948873775
"LOC409313","LOC409313",33.5303351926972
"LOC409314","LOC409314",57.9594460446106
"LOC409315","LOC409315",23.2992938832606
"LOC409316","LOC409316",31.8326349964855
"LOC409317","LOC409317",15.0834916395793
"LOC409318","LOC409318",27.6045944217744
"LOC409320","LOC409320",87.5174282583338
"LOC409321","LOC409321",74.2209472645644
"LOC409322","LOC409322",99.147494379893
"LOC409323","LOC409323",56.975151632783
"LOC409324","LOC409324",36.8091230965054
"LOC409325","LOC409325",63.2388080530848
"LOC409326","LOC409326",33.053210509453
"LOC409327","LOC409327",49.5481994972421
"LOC409329","LOC409329",73.173925374343
"LOC409331","LOC409331",117.686138732645
"LOC409332","LOC409332",79.9030572850441
"LOC409333","LOC409333",10.0270196232406
"LOC409334","LOC409334",15.5516791790477
"LOC409335","LOC409335",8.70803877529968
"LOC409336","LOC409336",52.0313914999546
"LOC409337","LOC409337",210.370607202307
"LOC409340","LOC409340",81.3689792799924
"LOC409341","LOC409341",10.4682144513476
"LOC409342","LOC409342",102.60727763016
"LOC409346","LOC409346",71.6354484813554
"LOC409347","LOC409347",59.4826161191441
"LOC409348","LOC409348",110.822532002069
"LOC409350","LOC409350",107.646790557715
"LOC409351","LOC409351",108.422916889011
"LOC409353","LOC409353",184.065895411568
"LOC409355","LOC409355",25.946297881679
"LOC409357","LOC409357",61.1712729258161
"LOC409358","LOC409358",270.829784800255
"LOC409359","LOC409359",198.732906077767
"LOC409360","LOC409360",72.0793547588455
"LOC409361","LOC409361",31.8809123778433
"LOC409362","LOC409362",45.7933495512574
"LOC409363","LOC409363",35.9838578175485
"LOC409364","LOC409364",249.018288017999
"LOC409365","LOC409365",69.5507861111335
"LOC409366","LOC409366",64.8277975302368
"LOC409367","LOC409367",13.0868162195198
"LOC409368","LOC409368",8.00132436798681
"LOC409369","LOC409369",13.3169324738665
"LOC409370","LOC409370",60.0029930750121
"LOC409371","LOC409371",3.14234396728135
"LOC409373","LOC409373",106.184421544481
"LOC409377","LOC409377",52.7257389614398
"LOC409378","LOC409378",53.7183811599456
"LOC409379","LOC409379",109.512569332566
"LOC409382","LOC409382",163.224795373398
"LOC409383","LOC409383",38.5050467060315
"LOC409384","LOC409384",122.305890954625
"LOC409385","LOC409385",66.8040390018517
"LOC409386","LOC409386",142.023662118142
"LOC409387","LOC409387",82.0398717720139
"LOC409388","LOC409388",14.0313256295325
"LOC409389","LOC409389",27.7850873357401
"LOC409390","LOC409390",62.4910265982286
"LOC409392","LOC409392",30.6333643900131
"LOC409393","LOC409393",58.7524093971823
"LOC409394","LOC409394",85.9119834724143
"LOC409395","LOC409395",67.3739837570116
"LOC409396","LOC409396",57.9759832808478
"LOC409397","LOC409397",76.6604612721384
"LOC409401","LOC409401",5.21891625962956
"LOC409402","LOC409402",43.0777237482459
"LOC409403","LOC409403",97.8907366208049
"LOC409404","LOC409404",22.8723849790665
"LOC409405","LOC409405",160.376354522741
"LOC409406","LOC409406",209.119497760034
"LOC409408","LOC409408",122.35322567494
"LOC409409","LOC409409",56.2017311612934
"LOC409410","LOC409410",107.55221408801
"LOC409411","LOC409411",10.0973325839184
"LOC409414","LOC409414",51.0739064579714
"LOC409417","LOC409417",39.1667055458641
"LOC409420","LOC409420",4.89404789650061
"LOC409422","LOC409422",11.4717255371006
"LOC409423","LOC409423",326.293964355506
"LOC409424","LOC409424",47.9519008500841
"LOC409425","LOC409425",24.1246670428292
"LOC409427","LOC409427",10.7242596229413
"LOC409429","LOC409429",326.055020387987
"LOC409430","LOC409430",55.794986466703
"LOC409433","LOC409433",161.606390728735
"LOC409435","LOC409435",114.896372848449
"LOC409438","LOC409438",9.98123507793536
"LOC409439","LOC409439",48.6352502634188
"LOC409440","LOC409440",60.6622269016988
"LOC409441","LOC409441",39.4863780530465
"LOC409442","LOC409442",18.7879045736434
"LOC409443","LOC409443",57.2064559020025
"LOC409444","LOC409444",97.6387218546101
"LOC409447","LOC409447",109.291182961348
"LOC409448","LOC409448",4.50083103159741
"LOC409450","LOC409450",105.046307858325
"LOC409451","LOC409451",29.4219021141223
"LOC409452","LOC409452",52.6328686666979
"LOC409454","LOC409454",29.5857470575047
"LOC409455","LOC409455",3.70226650044047
"LOC409456","LOC409456",221.253823716438
"LOC409457","LOC409457",287.52731241065
"LOC409459","LOC409459",19.2947702559977
"LOC409460","LOC409460",5.17877975781186
"LOC409462","LOC409462",187.523955149966
"LOC409463","LOC409463",98.7644920935759
"LOC409465","LOC409465",113.023184602787
"LOC409467","LOC409467",26.8746781082614
"LOC409468","LOC409468",20.8205282464982
"LOC409470","LOC409470",22.5784537009062
"LOC409472","LOC409472",359.78569944588
"LOC409473","LOC409473",64.1676448128331
"LOC409474","LOC409474",79.3296123020426
"LOC409475","LOC409475",82.7976122463664
"LOC409476","LOC409476",149.959440746788
"LOC409479","LOC409479",180.434647846385
"LOC409481","LOC409481",83.7753551862914
"LOC409483","LOC409483",242.293482204356
"LOC409485","LOC409485",20.0058962232395
"LOC409486","LOC409486",210.901017639809
"LOC409487","LOC409487",46.1286558463974
"LOC409488","LOC409488",26.3654811907432
"LOC409489","LOC409489",11.1692994042358
"LOC409491","LOC409491",136.365132914144
"LOC409492","LOC409492",166.094449734367
"LOC409493","LOC409493",53.924926354507
"LOC409494","LOC409494",16.1421123272938
"LOC409495","LOC409495",27.6237755630947
"LOC409497","LOC409497",128.760999972154
"LOC409498","LOC409498",171.753344369766
"LOC409499","LOC409499",78.6131251929739
"LOC409500","LOC409500",111.744697507518
"LOC409501","LOC409501",323.040079702048
"LOC409502","LOC409502",15.5926014120521
"LOC409504","LOC409504",83.170653721886
"LOC409505","LOC409505",45.9788333432601
"LOC409508","LOC409508",28.3292938235469
"LOC409510","LOC409510",70.3776523593
"LOC409511","LOC409511",51.5242299521046
"LOC409512","LOC409512",33.5508835265226
"LOC409513","LOC409513",42.4318616189863
"LOC409514","LOC409514",43.1052403570676
"LOC409515","LOC409515",33.791836296623
"LOC409517","LOC409517",10.9034944643939
"LOC409518","LOC409518",69.991344025442
"LOC409520","LOC409520",59.7388063010432
"LOC409521","LOC409521",107.799106167908
"LOC409522","LOC409522",278.726367560571
"LOC409523","LOC409523",54.4029883268819
"LOC409525","LOC409525",6.09465037442708
"LOC409527","LOC409527",22.6283791279881
"LOC409528","LOC409528",159.385204560165
"LOC409529","LOC409529",12.9290445745606
"LOC409530","LOC409530",15.7070992808058
"LOC409531","LOC409531",20.5207911024137
"LOC409532","LOC409532",61.1791033334827
"LOC409533","LOC409533",56.4336625945733
"LOC409534","LOC409534",102.853375943727
"LOC409536","LOC409536",22.7519445526352
"LOC409538","LOC409538",51.4506637503361
"LOC409539","LOC409539",29.0759972707168
"LOC409540","LOC409540",63.8894930072479
"LOC409543","LOC409543",224.352960269174
"LOC409544","LOC409544",202.279477616161
"LOC409546","LOC409546",57.6651063064393
"LOC409547","LOC409547",22.7324093732717
"LOC409548","LOC409548",76.4573102726905
"LOC409549","LOC409549",83.1914125940487
"LOC409550","LOC409550",157.205574882946
"LOC409552","LOC409552",99.692747480412
"LOC409553","LOC409553",46.7181664129155
"LOC409554","LOC409554",82.359856671048
"LOC409556","LOC409556",129.103828102422
"LOC409557","LOC409557",256.599333507076
"LOC409558","LOC409558",140.202298721669
"LOC409559","LOC409559",71.937277270774
"LOC409560","LOC409560",98.7904671652426
"LOC409563","LOC409563",86.4878809689422
"LOC409564","LOC409564",48.9136142089786
"LOC409565","LOC409565",40.3134009638573
"LOC409566","LOC409566",180.881747120563
"LOC409569","LOC409569",15.6025754339501
"LOC409571","LOC409571",15.8619708837107
"LOC409572","LOC409572",17.9601880961355
"LOC409573","LOC409573",102.511546903418
"LOC409574","LOC409574",16.5553395034754
"LOC409576","LOC409576",54.2778079430053
"LOC409577","LOC409577",34.5972544099042
"LOC409578","LOC409578",17.4918029450196
"LOC409579","LOC409579",45.2428045807481
"LOC409581","LOC409581",11.4616982642297
"LOC409584","LOC409584",33.477817241259
"LOC409586","LOC409586",84.5212562946193
"LOC409588","LOC409588",55.9097841356174
"LOC409589","LOC409589",127.763064615809
"LOC409590","LOC409590",209.118691226187
"LOC409593","LOC409593",17.5615829327575
"LOC409594","LOC409594",167.085750844142
"LOC409595","LOC409595",4.9622060181976
"LOC409596","LOC409596",9.30229546169081
"LOC409598","LOC409598",18.1676139051105
"LOC409599","LOC409599",38.5683249363687
"LOC409600","LOC409600",11.4060316787516
"LOC409602","LOC409602",44.9335867376112
"LOC409603","LOC409603",43.6608183816126
"LOC409604","LOC409604",6.49167065536585
"LOC409606","LOC409606",79.0334335199418
"LOC409607","LOC409607",365.654524809231
"LOC409608","LOC409608",13.337178490835
"LOC409609","LOC409609",89.0539626535853
"LOC409610","LOC409610",123.218381923935
"LOC409611","LOC409611",20.5109203499361
"LOC409613","LOC409613",54.8831143687238
"LOC409614","LOC409614",12.8010128419102
"LOC409616","LOC409616",33.2070807567452
"LOC409617","LOC409617",20.4893371801821
"LOC409619","LOC409619",48.1200118173354
"LOC409620","LOC409620",47.643153643806
"LOC409622","LOC409622",13.8547827892383
"LOC409624","LOC409624",13.0576882026613
"LOC409626","LOC409626",55.6889095900394
"LOC409628","LOC409628",11.7537748332229
"LOC409631","LOC409631",85.972246578057
"LOC409633","LOC409633",23.7708896980204
"LOC409634","LOC409634",87.0405472338948
"LOC409636","LOC409636",6.36810370840246
"LOC409637","LOC409637",126.009020065231
"LOC409638","LOC409638",16.8444291008066
"LOC409639","LOC409639",34.0785482707532
"LOC409640","LOC409640",76.4508872535735
"LOC409642","LOC409642",60.069248967251
"LOC409643","LOC409643",113.420192478938
"LOC409644","LOC409644",125.518854886543
"LOC409645","LOC409645",25.7752124771656
"LOC409646","LOC409646",18.0658511880339
"LOC409647","LOC409647",70.0019706364948
