"","Gene","tau"
"LOC408563","LOC408563",0.943729964114094
"LOC551194","LOC551194",0.430788594794796
"LOC724855","LOC724855",0.477473847000305
"LOC410558","LOC410558",0.31006719462443
"LOC410559","LOC410559",0.929864061172472
"LOC410550","LOC410550",0.898384072788247
"LOC410552","LOC410552",0.956837741294722
"LOC410553","LOC410553",0.592112736731449
"LOC410554","LOC410554",0.787376465561457
"LOC410555","LOC410555",0.826821242730334
"LOC410556","LOC410556",0.470116972169845
"LOC410557","LOC410557",0.89240671707689
"LOC410087","LOC410087",0.956049278575132
"LOC410084","LOC410084",0.412859681479032
"LOC410085","LOC410085",0.826879651486682
"LOC410083","LOC410083",0.711901477738401
"LOC410080","LOC410080",0.697750938531126
"LOC100188904","LOC100188904",0.999181806301972
"LOC410338","LOC410338",0.328917279918593
"LOC410339","LOC410339",0.679839633793076
"LOC102654079","LOC102654079",0.912299138170698
"LOC102654078","LOC102654078",0.821205041064854
"LOC410334","LOC410334",0.6337822671156
"LOC102654076","LOC102654076",0.83746776531853
"LOC410336","LOC410336",0.829255633975099
"LOC102654074","LOC102654074",0.962418524871355
"LOC410330","LOC410330",0.360950916533679
"LOC410331","LOC410331",0.308635599891901
"LOC410332","LOC410332",0.75991748025702
"LOC102654070","LOC102654070",0.881263103911187
"LOC724453","LOC724453",0.457214444641345
"LOC727205","LOC727205",0.466937626940667
"LOC727200","LOC727200",0.444265328205371
"LOC724451","LOC724451",0.377073959368122
"LOC724450","LOC724450",0.538265435359045
"LOC412104","LOC412104",0.378598133771216
"LOC724455","LOC724455",0.484550947541884
"5-ht7","5-ht7",0.911746126132428
"LOC107965499","LOC107965499",0.772617743702081
"LOC107965498","LOC107965498",0.698326549072818
"LOC107965491","LOC107965491",0.754834390415786
"LOC107965490","LOC107965490",0.927819900422069
"LOC107965493","LOC107965493",0.944125986660993
"LOC107965492","LOC107965492",0.762659135736059
"LOC107965495","LOC107965495",0.750426734303386
"LOC107965494","LOC107965494",0.53648972090439
"LOC107965497","LOC107965497",0.858554195804196
"LOC107965496","LOC107965496",0.883793735340806
"LOC411939","LOC411939",0.699436113714464
"LOC411683","LOC411683",0.397086440905731
"LOC411937","LOC411937",0.909504855914663
"LOC411936","LOC411936",0.36989927079471
"LOC411931","LOC411931",0.397321178595821
"LOC411930","LOC411930",0.739002379212632
"LOC411685","LOC411685",0.584547557421824
"LOC102653708","LOC102653708",0.720679033363178
"LOC102653709","LOC102653709",0.844280536981267
"LOC100576747","LOC100576747",0.577027244557125
"LOC102653701","LOC102653701",0.821279461279461
"LOC102653702","LOC102653702",0.476764948806664
"LOC102653703","LOC102653703",0.976544909263803
"LOC102653704","LOC102653704",0.780204643841007
"LOC102653705","LOC102653705",0.92447636802281
"LOC102653706","LOC102653706",0.808124003189793
"LOC412013","LOC412013",0.941686837414392
"GluCl","GluCl",0.896178038252409
"LOC412010","LOC412010",0.682972010911752
"LOC412017","LOC412017",0.501337587376549
"LOC412016","LOC412016",0.51486655662068
"LOC412015","LOC412015",0.516026071478059
"LOC412018","LOC412018",0.62229667325534
"LOC100576740","LOC100576740",0.849936868686869
"LOC411069","LOC411069",0.419903251335797
"LOC411068","LOC411068",0.662722154692598
"LOC411065","LOC411065",0.940552397931714
"LOC411062","LOC411062",0.398068982370985
"LOC411060","LOC411060",0.698339999398551
"LOC107965280","LOC107965280",0.751491733408271
"LOC725789","LOC725789",0.370739888399431
"LOC409945","LOC409945",0.57107920080251
"LOC725786","LOC725786",0.464202690246684
"LOC409946","LOC409946",0.772566878630648
"LOC409941","LOC409941",0.519930573444765
"LOC725781","LOC725781",0.732354517524326
"LOC725782","LOC725782",0.78233643046953
"LOC409942","LOC409942",0.729913133011704
"Gat-a","Gat-a",0.921345585994997
"LOC412107","LOC412107",0.45763664956396
"LOC725589","LOC725589",0.745167339188227
"LOC724783","LOC724783",0.974935727860588
"LOC724781","LOC724781",0.927438647592687
"LOC724780","LOC724780",0.63881914979678
"LOC724787","LOC724787",0.875383246807996
"LOC724786","LOC724786",0.761720566929005
"LOC724785","LOC724785",0.418897018651526
"LOC724784","LOC724784",0.490373777723977
"LOC726492","LOC726492",0.638991331822015
"LOC724789","LOC724789",0.435159490696769
"LOC724962","LOC724962",0.805825735734611
"LOC724961","LOC724961",0.845116857726828
"LOC725560","LOC725560",0.886559004299951
"LOC725561","LOC725561",1
"LOC725562","LOC725562",0.819867364496702
"LOC725563","LOC725563",0.700771780153321
"LOC725565","LOC725565",0.362248870712462
"LOC725566","LOC725566",0.941469423390744
"LOC725568","LOC725568",0.461712006821822
"LOC725569","LOC725569",0.75443979020439
"KAT2A","KAT2A",0.483424451702561
"CPR19","CPR19",0.864168541592442
"CPR18","CPR18",0.87149560117302
"CPR13","CPR13",0.676569982480047
"CPR12","CPR12",0.936054361277223
"CPR11","CPR11",0.759218351741716
"CPR17","CPR17",0.950186604839011
"CPR16","CPR16",0.940281237027812
"CPR14","CPR14",0.874701752112337
"LOC413762","LOC413762",0.636359129921472
"LOC413763","LOC413763",0.703401345586026
"LOC413766","LOC413766",0.496020216274979
"LOC100578409","LOC100578409",0.828386219515252
"LOC100578406","LOC100578406",0.77757082356811
"LOC100578953","LOC100578953",0.622178984377537
"LOC100578952","LOC100578952",0.639756264955204
"LOC100578955","LOC100578955",0.939082149131601
"LOC100578957","LOC100578957",0.941518121192406
"LOC100578400","LOC100578400",0.993252194071866
"LOC100577121","LOC100577121",0.972720524527897
"LOC100577120","LOC100577120",0.843939393939394
"LOC102655132","LOC102655132",1
"LOC100577125","LOC100577125",0.871433311214333
"LOC102655134","LOC102655134",0.715715350223547
"LOC100577127","LOC100577127",0.374990122216642
"LOC102655139","LOC102655139",0.666901573878318
"LOC100577128","LOC100577128",0.908274603646944
"LOC726071","LOC726071",0.755597491003828
"LOC100576531","LOC100576531",0.51862607695694
"LOC100576530","LOC100576530",0.517639680111894
"LOC102656727","LOC102656727",0.923886106831022
"LOC100576532","LOC100576532",0.394473904886009
"LOC100576535","LOC100576535",0.824300699300699
"LOC100576534","LOC100576534",0.843205101141175
"LOC102656723","LOC102656723",0.607925407925408
"LOC100576536","LOC100576536",0.445733962549663
"LOC551012","LOC551012",0.263474568283922
"LOC102656729","LOC102656729",0.933682446585672
"LOC100578355","LOC100578355",0.801040957567506
"LOC100578354","LOC100578354",0.789806320081549
"LOC100577833","LOC100577833",0.574936068549176
"LOC100578352","LOC100578352",0.898929924242424
"LOC413504","LOC413504",0.424783300902176
"LOC413502","LOC413502",0.692378328741965
"LOC413503","LOC413503",0.917825439924808
"LOC413500","LOC413500",0.639863945578231
"LOC413501","LOC413501",0.760023809523809
"LOC100578350","LOC100578350",0.853597501086074
"LOC413508","LOC413508",0.407198108406622
"LOC552608","LOC552608",0.903892208070481
"GlnS","GlnS",0.856474505445975
"LOC552604","LOC552604",0.776600370869918
"LOC552607","LOC552607",0.667817668382043
"LOC552601","LOC552601",0.436935277638795
"LOC726498","LOC726498",0.368779021518796
"LOC552600","LOC552600",0.816602753308423
"LOC550918","LOC550918",0.642609740576433
"LOC411699","LOC411699",0.552329306034396
"LOC724188","LOC724188",0.450760499394672
"Crz","Crz",0.991985104678603
"LOC102653942","LOC102653942",0.780068856425049
"LOC102654660","LOC102654660",0.940790651155446
"LOC102653941","LOC102653941",0.761480328961991
"LOC102653946","LOC102653946",0.666809074350058
"LOC102653947","LOC102653947",0.902444978148746
"LOC102654664","LOC102654664",0.82457814294549
"LOC102653945","LOC102653945",0.856671470645354
"LOC102653949","LOC102653949",0.685770379854887
"LOC411924","LOC411924",0.74933128202376
"LOC107965307","LOC107965307",0.981371900826446
"LOC107965306","LOC107965306",0.59882935927952
"LOC107964319","LOC107964319",0.956731384310163
"LOC107964318","LOC107964318",0.805911823113113
"LOC410541","LOC410541",0.648663741383787
"LOC100576400","LOC100576400",0.58869904504643
"LOC107964311","LOC107964311",0.954553482547124
"LOC107964310","LOC107964310",0.85247129053473
"LOC107964313","LOC107964313",0.921185723384285
"LOC107964312","LOC107964312",0.764715279313819
"LOC107964315","LOC107964315",0.636382495605797
"LOC107964314","LOC107964314",0.7531861850906
"LOC107964317","LOC107964317",0.886724857762679
"LOC107964316","LOC107964316",0.574324110671937
"LOC102655399","LOC102655399",0.456197428466336
"LOC411920","LOC411920",0.689111634620114
"LOC100576405","LOC100576405",0.676178359192963
"LOC102655396","LOC102655396",0.889884168167367
"LOC102655391","LOC102655391",0.94414222617648
"LOC102655393","LOC102655393",0.87120092551127
"LOC102655392","LOC102655392",0.76715283108528
"LOC102654918","LOC102654918",0.970971396205041
"LOC102654919","LOC102654919",0.384706710388861
"LOC102654448","LOC102654448",0.967188292926743
"LOC102654916","LOC102654916",0.428659024260197
"LOC102654917","LOC102654917",0.889305728518057
"LOC102654911","LOC102654911",0.872058736389639
"LOC102654440","LOC102654440",0.937546002662282
"LOC102654913","LOC102654913",0.887691122436885
"Camkii","Camkii",0.941612853928827
"LOC107965803","LOC107965803",0.871656967021205
"LOC413583","LOC413583",0.66109143055385
"LOC726529","LOC726529",0.611983134629942
"LOC726528","LOC726528",0.933443149987268
"LOC726525","LOC726525",0.393607422540007
"LOC726524","LOC726524",0.778014736901619
"LOC726527","LOC726527",0.398964995330564
"LOC726521","LOC726521",0.451974709856227
"LOC726523","LOC726523",0.819775566510522
"LOC726522","LOC726522",0.784699063585561
"LOC725303","LOC725303",0.399316840536513
"LOC725532","LOC725532",0.970838396111786
"LOC411218","LOC411218",0.379859611922487
"LOC411219","LOC411219",0.675363652799921
"LOC408568","LOC408568",0.415649005750406
"LOC408569","LOC408569",0.485249588361988
"LOC408564","LOC408564",0.632017942105837
"LOC408565","LOC408565",0.424627143715106
"LOC411212","LOC411212",0.959255124623305
"LOC408567","LOC408567",0.761019883147687
"LOC411214","LOC411214",0.861381742373478
"LOC107965801","LOC107965801",0.918175720992622
"LOC107965069","LOC107965069",0.940109427609428
"LOC100577735","LOC100577735",0.408186202351192
"LOC551191","LOC551191",0.539434775878464
"LOC551193","LOC551193",0.895569955716655
"LOC409178","LOC409178",0.760329225198636
"LOC409179","LOC409179",0.469575272851032
"LOC410622","LOC410622",0.490096480346183
"LOC409174","LOC409174",0.730421473129641
"LOC409176","LOC409176",0.699778809997788
"LOC409177","LOC409177",0.763576360080597
"LOC409170","LOC409170",0.603905821011442
"LOC409171","LOC409171",0.575137238097599
"LOC409172","LOC409172",0.926472112500953
"LOC409173","LOC409173",0.999455471709453
"LOC551954","LOC551954",0.379930456786227
"LOC107965806","LOC107965806",0.560178588391754
"LOC727071","LOC727071",0.709851881063743
"LOC551957","LOC551957",0.873368214354494
"LOC727074","LOC727074",0.34970452513702
"LOC410623","LOC410623",0.725708178405274
"LOC727078","LOC727078",0.836830856962148
"LOC727079","LOC727079",0.542532675457748
"LOC725235","LOC725235",0.635751217598043
"LOC551952","LOC551952",0.622696666160773
"LOC107965807","LOC107965807",0.906331168831169
"LOC100577464","LOC100577464",0.871490130664443
"LOC551447","LOC551447",0.648286636875416
"LOC100577466","LOC100577466",0.386882845819803
"LOC551445","LOC551445",0.304255378832506
"LOC551442","LOC551442",0.517434279185329
"LOC551443","LOC551443",0.730291370715399
"LOC551441","LOC551441",0.418676157991003
"LOC100577468","LOC100577468",0.777259777259777
"LOC551448","LOC551448",0.609226339490096
"LOC551449","LOC551449",0.413246449279217
"LOC552256","LOC552256",0.656975959260569
"LOC552257","LOC552257",0.607633592919878
"LOC552254","LOC552254",0.785411704322869
"cad","cad",0.944589671832949
"LOC552253","LOC552253",0.602551147165572
"LOC552251","LOC552251",0.848093944399696
"LOC552258","LOC552258",0.306553559547572
"LOC552259","LOC552259",0.383529179966111
"LOC410621","LOC410621",0.879257127511992
"LOC100577856","LOC100577856",0.658063710538902
"LOC551502","LOC551502",0.550135038260841
"LOC551501","LOC551501",0.849550676414155
"LOC551500","LOC551500",0.495482318089243
"LOC551506","LOC551506",0.940556962025316
"LOC551505","LOC551505",0.316500548161729
"LOC551509","LOC551509",0.414811272198917
"LOC551508","LOC551508",0.64645398730203
"LOC410626","LOC410626",0.971362790779797
"LOC410627","LOC410627",0.647901425429515
"LOC107965519","LOC107965519",0.89663712332236
"LOC550711","LOC550711",0.315988225172439
"LOC550710","LOC550710",0.520766557917321
"LOC550712","LOC550712",0.453149031653705
"LOC550715","LOC550715",0.422289920792938
"LOC550716","LOC550716",0.777080094976581
"Pet117","Pet117",0.475904109266104
"LOC107965688","LOC107965688",0.692839903459373
"Ho","Ho",0.622292661647149
"Hb","Hb",0.753226711560045
"LOC107965685","LOC107965685",0.840264716126785
"LOC107965686","LOC107965686",0.87714313243725
"LOC107965687","LOC107965687",0.799853683897802
"LOC107965680","LOC107965680",0.711524334251607
"LOC107965681","LOC107965681",0.693014705882353
"LOC107965682","LOC107965682",0.892264352063347
"LOC107965683","LOC107965683",0.80019658024554
"LOC552741","LOC552741",0.470357348614089
"LOC724578","LOC724578",0.64347422619264
"LOC724575","LOC724575",0.642275644531962
"LOC724570","LOC724570",0.873083966022407
"LOC724571","LOC724571",0.79920304530453
"LOC409880","LOC409880",0.307683317593651
"LOC409881","LOC409881",0.973856611652388
"LOC409882","LOC409882",0.430170051701203
"LOC409883","LOC409883",0.337931071841294
"LOC409884","LOC409884",0.802997298519687
"LOC550677","LOC550677",0.932548240117608
"LOC409886","LOC409886",0.445151038874273
"LOC409887","LOC409887",0.477128708288106
"LOC409888","LOC409888",0.523337091051489
"LOC727642","LOC727642",0.829858585858586
"LOC408923","LOC408923",0.406950077226648
"LOC725191","LOC725191",0.680158675166297
"LOC725190","LOC725190",0.912893504076475
"LOC725193","LOC725193",0.475102695323071
"LOC725192","LOC725192",0.879079006887186
"LOC725194","LOC725194",0.40059761031703
"LOC725197","LOC725197",0.503161051665579
"LOC725196","LOC725196",0.709781649108351
"LOC102655896","LOC102655896",0.381213643785621
"LOC102655897","LOC102655897",0.647802371541502
"LOC409774","LOC409774",0.798777289388022
"LOC102655895","LOC102655895",0.452600105972296
"LOC102655893","LOC102655893",0.721697676571323
"LOC102655890","LOC102655890",0.981775631073544
"LOC102655891","LOC102655891",0.808901515151515
"LOC725776","LOC725776",0.72222388016397
"LOC102655898","LOC102655898",0.843010102643445
"LOC102655899","LOC102655899",0.870727272727273
"LOC408828","LOC408828",0.773622864316679
"LOC412591","LOC412591",0.696115838752825
"LOC412596","LOC412596",0.396313161144821
"LOC412594","LOC412594",0.888072247607552
"LOC408821","LOC408821",0.663482657438967
"LOC408820","LOC408820",0.752362662618852
"LOC412598","LOC412598",0.60199359534557
"LOC408822","LOC408822",0.781904865920062
"LOC408824","LOC408824",0.864512020955227
"LOC408827","LOC408827",0.816522055589401
"LOC408826","LOC408826",0.67561852550008
"LOC413245","LOC413245",0.35280971447945
"LOC413244","LOC413244",0.477300294612795
"LOC413247","LOC413247",0.834756126379469
"LOC413246","LOC413246",0.370369979834352
"LOC413240","LOC413240",0.282945404268934
"LOC413242","LOC413242",0.777443363686282
"LOC413248","LOC413248",0.561720896138463
"LOC409411","LOC409411",0.5201796989835
"LOC409410","LOC409410",0.504534772448587
"LOC409417","LOC409417",0.465772712915306
"LOC102655098","LOC102655098",0.995442620135662
"LOC102655099","LOC102655099",1
"LOC725227","LOC725227",0.429793107928156
"LOC102655097","LOC102655097",0.787736567563199
"LOC102655094","LOC102655094",0.855770577057706
"LOC725224","LOC725224",0.407781328395652
"LOC102655092","LOC102655092",0.595200856491179
"LOC102655090","LOC102655090",0.80020489766362
"LOC725220","LOC725220",0.771369217077476
"LOC552410","LOC552410",0.651239601222955
"LOC552412","LOC552412",0.376220886551465
"LOC552413","LOC552413",0.736298409634465
"LOC552414","LOC552414",0.899014957098789
"LOC100576498","LOC100576498",0.874596251273284
"LOC552417","LOC552417",0.927723064569458
"LOC552418","LOC552418",0.991172875887866
"LOC100576497","LOC100576497",0.922266239333874
"LOC100576492","LOC100576492",0.625226722962572
"LOC100576493","LOC100576493",0.911699468915964
"LOC727531","LOC727531",0.472217978100331
"LOC102655278","LOC102655278",0.825265853562704
"LOC552738","LOC552738",0.86672716505803
"LOC102655272","LOC102655272",0.460764523727622
"LOC552734","LOC552734",0.942861017671874
"LOC552736","LOC552736",0.882013140562396
"LOC102655276","LOC102655276",0.873346576302874
"LOC102655277","LOC102655277",0.861329026303646
"LOC552733","LOC552733",0.609830472557745
"LOC102655275","LOC102655275",0.915583581479535
"Uvop","Uvop",0.963358751251602
"LOC411646","LOC411646",0.669062640052401
"LOC725226","LOC725226",0.934668786361485
"LOC727539","LOC727539",0.87350788043402
"LOC551293","LOC551293",0.33043282685209
"LOC551291","LOC551291",0.470780189767
"LOC551290","LOC551290",0.757395070833961
"LOC551297","LOC551297",0.438253131380855
"LOC551296","LOC551296",0.476347432259727
"LOC551295","LOC551295",0.488244275016316
"LOC408600","LOC408600",0.442569026391323
"LOC552083","LOC552083",0.497488284910965
"LOC552082","LOC552082",0.499127905132034
"LOC552081","LOC552081",0.493306493282811
"LOC408602","LOC408602",0.396997263605959
"LOC552087","LOC552087",0.695538651756988
"LOC552086","LOC552086",0.724753824997241
"LOC552085","LOC552085",0.337672270910907
"LOC552084","LOC552084",0.564730905267183
"LOC552089","LOC552089",0.373222801463178
"LOC552088","LOC552088",0.375302258749121
"LOC410538","LOC410538",0.51989481759635
"LOC410539","LOC410539",0.705416965053408
"LOC410537","LOC410537",0.757804075614533
"LOC410534","LOC410534",0.91790387955993
"LOC410535","LOC410535",0.850989456609895
"LOC410532","LOC410532",0.619424370959393
"LOC410533","LOC410533",0.713151000406143
"LOC410530","LOC410530",0.55661958344715
"LOC100642173","LOC100642173",0.954156698564593
"LOC410706","LOC410706",0.673341152396876
"LOC727081","LOC727081",0.791106060606061
"LOC727606","LOC727606",0.955896327323063
"LOC102654055","LOC102654055",0.833396137541215
"LOC102654054","LOC102654054",0.813327033712237
"Or58","Or58",0.958408815426997
"LOC102654056","LOC102654056",0.726075960098341
"LOC107965518","LOC107965518",0.911363636363636
"LOC102654050","LOC102654050",0.845793397231097
"LOC102654053","LOC102654053",0.919753086419753
"LOC102654052","LOC102654052",0.896511627906977
"LOC107965514","LOC107965514",0.965786901270772
"LOC107965515","LOC107965515",0.791281980706721
"LOC107965516","LOC107965516",0.533372687918142
"LOC107965517","LOC107965517",0.624242424242424
"LOC102654059","LOC102654059",0.717150225660864
"LOC107965511","LOC107965511",0.981035353535354
"LOC107965512","LOC107965512",0.963450074515648
"LOC107965513","LOC107965513",0.795079232693912
"Dat","Dat",0.835114439817791
"LOC107964108","LOC107964108",0.74006283571501
"LOC107964104","LOC107964104",0.862042320688739
"LOC107964105","LOC107964105",0.686431143114311
"LOC107964106","LOC107964106",0.902549889135255
"LOC107964107","LOC107964107",0.832323232323232
"LOC107964100","LOC107964100",0.773516414141414
"LOC107964101","LOC107964101",0.931203530910276
"LOC107964102","LOC107964102",0.853527462121212
"LOC107964103","LOC107964103",0.384110535405872
"LOC724976","LOC724976",0.654156671061517
"LOC724793","LOC724793",0.814805640631003
"LOC410480","LOC410480",0.82677293064877
"LOC107965684","LOC107965684",0.864837398373984
"LOC410486","LOC410486",0.349422546413717
"LOC410487","LOC410487",0.796032726831367
"LOC107965477","LOC107965477",0.96024602460246
"LOC107965476","LOC107965476",0.991582491582492
"LOC107965475","LOC107965475",0.594178782040054
"LOC107965474","LOC107965474",0.952669020800577
"LOC107965473","LOC107965473",0.795545536072393
"LOC107965472","LOC107965472",0.843381513883606
"LOC107965471","LOC107965471",0.50645967100272
"LOC107965470","LOC107965470",0.975049544457006
"LOC724798","LOC724798",0.605332509461651
"LOC410485","LOC410485",0.800864853878312
"LOC107965479","LOC107965479",0.762456627342123
"LOC107965478","LOC107965478",0.706780642243329
"LOC411661","LOC411661",0.374362413706764
"LOC411663","LOC411663",0.679865504046986
"LOC411662","LOC411662",0.492591289324119
"LOC411665","LOC411665",0.714240133804205
"LOC411664","LOC411664",0.851013966204636
"LOC411915","LOC411915",0.348799033116546
"LOC411919","LOC411919",0.87791585427692
"LOC411918","LOC411918",0.728080171265782
"LOC551488","LOC551488",0.584680566056156
"Slc35b1","Slc35b1",0.284562821292704
"LOC102653727","LOC102653727",0.909217458677686
"LOC102655844","LOC102655844",0.917111989459816
"LOC102653721","LOC102653721",0.634114191561
"LOC727480","LOC727480",0.537544528029789
"LOC726798","LOC726798",0.667382529615088
"LOC727485","LOC727485",0.819036212193426
"LOC727484","LOC727484",0.972097852183505
"LOC102653728","LOC102653728",0.935208607817303
"LOC102653729","LOC102653729",0.830997500652815
"LOC726482","LOC726482",0.400538809458762
"LOC726483","LOC726483",0.307463294848382
"LOC725512","LOC725512",0.497592959943795
"LOC726480","LOC726480",0.548277859372961
"LOC411006","LOC411006",0.29120944193343
"LOC411003","LOC411003",0.567205918452808
"Or55","Or55",0.98191484890514
"LOC726486","LOC726486",0.745837404454309
"LOC411009","LOC411009",0.946121552539501
"LOC726487","LOC726487",0.844715568119824
"LOC409963","LOC409963",0.778605617203263
"LOC409962","LOC409962",0.813911488425107
"LOC409961","LOC409961",0.395836666094565
"LOC725761","LOC725761",0.595913328335343
"LOC725766","LOC725766",0.585395622895623
"LOC409966","LOC409966",0.83279533463026
"LOC409965","LOC409965",0.673598125340177
"LOC725765","LOC725765",0.8824375426198
"LOC409969","LOC409969",0.483943924155938
"LOC409968","LOC409968",0.190005085265443
"LOC725518","LOC725518",0.515221291866029
"LOC412299","LOC412299",0.960172080953353
"LOC412295","LOC412295",0.933525656375981
"LOC412294","LOC412294",0.520522524350649
"LOC412296","LOC412296",0.46517190474075
"LOC412291","LOC412291",0.38546758958829
"LOC412293","LOC412293",0.37049316780287
"LOC408616","LOC408616",0.584140362750689
"LOC100577938","LOC100577938",0.988524188942975
"LOC408614","LOC408614",0.929342024110571
"LOC408615","LOC408615",0.345440583000036
"LOC408618","LOC408618",0.697952930068693
"LOC408619","LOC408619",0.827597526510385
"LOC724904","LOC724904",0.99319910264579
"LOC724907","LOC724907",0.647150363215859
"LOC102656537","LOC102656537",0.941948682892797
"LOC724901","LOC724901",0.502331284761691
"LOC724900","LOC724900",0.940546335970037
"LOC100577699","LOC100577699",0.74196345829445
"LOC100577698","LOC100577698",0.882013411425176
"LOC100577697","LOC100577697",0.726513617113875
"LOC100577696","LOC100577696",0.997152926459621
"LOC100577695","LOC100577695",0.905458610377167
"LOC100577694","LOC100577694",0.993261983916343
"LOC100577693","LOC100577693",0.643707675682646
"LOC100577692","LOC100577692",0.90742758190576
"LOC100577690","LOC100577690",0.647890130009707
"LOC725506","LOC725506",0.955617308455736
"LOC725504","LOC725504",0.737958694449567
"LOC725505","LOC725505",0.519386811974065
"LOC725502","LOC725502",0.555933042682599
"LOC725503","LOC725503",0.640552442918248
"Akhr","Akhr",0.939657291337477
"LOC725501","LOC725501",0.886687228011339
"LOC102656295","LOC102656295",0.791029645460025
"LOC102656294","LOC102656294",0.858462574462574
"LOC102656297","LOC102656297",0.731230432984819
"LOC102656291","LOC102656291",0.473942868061527
"LOC102656292","LOC102656292",0.574768514706932
"LOC102656299","LOC102656299",0.975891541845865
"LOC102656529","LOC102656529",0.587201646648411
"LOC413749","LOC413749",0.870972736165196
"LOC107965947","LOC107965947",0.599302058485732
"LOC413740","LOC413740",0.544792241270528
"LOC413742","LOC413742",0.36922146795126
"LOC413746","LOC413746",0.898215626588844
"LOC102656539","LOC102656539",0.585324397824398
"Or51","Or51",0.970450193238397
"LOC100578424","LOC100578424",0.627790265724538
"LOC100578421","LOC100578421",0.706785128774658
"LOC100578420","LOC100578420",0.696507838952909
"LOC100578423","LOC100578423",0.575505668681923
"LOC100578429","LOC100578429",0.769671702650426
"LOC100578428","LOC100578428",0.508819081817725
"LOC412439","LOC412439",0.929041483049145
"LOC725991","LOC725991",0.540483556129935
"LOC107965946","LOC107965946",0.682711969913111
"LOC551101","LOC551101",0.594722393932747
"LOC410824","LOC410824",0.948583453895346
"LOC412431","LOC412431",0.582737804393855
"LOC412430","LOC412430",0.917607350980672
"LOC412432","LOC412432",0.55134572061472
"LOC412435","LOC412435",0.349026167691071
"LOC550906","LOC550906",0.990263328248623
"LOC412436","LOC412436",0.795856301358074
"LOC412386","LOC412386",0.61098761148775
"LOC102656740","LOC102656740",0.807300275482094
"LOC102656747","LOC102656747",0.814983909895414
"LOC102656745","LOC102656745",0.782424242424242
"LOC102656744","LOC102656744",0.738120139447573
"LOC102656748","LOC102656748",0.812163023135428
"LOC550901","LOC550901",0.545986871665127
"LOC551100","LOC551100",0.672478661875885
"LOC410825","LOC410825",0.657965114010328
"LOC413524","LOC413524",0.385533356598616
"LOC413525","LOC413525",0.72850060684363
"LOC413527","LOC413527",0.890104138466259
"LOC413520","LOC413520",0.535882971160088
"LOC413523","LOC413523",0.269770332891542
"LOC725999","LOC725999",0.795964263873009
"LOC100577932","LOC100577932",0.67439763169761
"otd2","otd2",0.839882697947214
"HEX70b","HEX70b",0.829760715475001
"LOC107964489","LOC107964489",0.772153110047847
"LOC107964488","LOC107964488",0.672131825247214
"LOC107964481","LOC107964481",0.971274514335013
"LOC107964480","LOC107964480",0.9102235173947
"LOC107964483","LOC107964483",0.672097852183505
"LOC107964482","LOC107964482",0.897581423348294
"LOC107964485","LOC107964485",0.913223140495868
"LOC107964484","LOC107964484",0.954244928625094
"LOC107964487","LOC107964487",0.612459893048128
"LOC107964486","LOC107964486",0.673071625344353
"LOC413754","LOC413754",0.595228735337074
"LOC100577933","LOC100577933",0.947916666666667
"LOC102653928","LOC102653928",0.907362459546926
"LOC102654609","LOC102654609",0.987012987012987
"LOC102653920","LOC102653920",0.738466860384669
"LOC102653921","LOC102653921",0.779563298942314
"LOC102653922","LOC102653922",0.723146010448072
"LOC102653923","LOC102653923",0.715438812504275
"LOC102653925","LOC102653925",0.785399449035813
"LOC102654606","LOC102654606",0.400171821305842
"LOC102653927","LOC102653927",1
"LOC100577724","LOC100577724",0.574150194791211
"LOC100577723","LOC100577723",0.864669588919994
"LOC107965941","LOC107965941",0.956521739130435
"LOC100578042","LOC100578042",0.995477890234351
"LOC100578041","LOC100578041",0.782775318015528
"LOC100577586","LOC100577586",0.915195239157625
"LOC107965720","LOC107965720",0.959810333551341
"LOC100577584","LOC100577584",0.582323232323232
"LOC413759","LOC413759",0.850356406878146
"LOC100577582","LOC100577582",0.651078879234042
"LOC102654938","LOC102654938",0.715750528541226
"LOC102654939","LOC102654939",0.78563390328944
"LOC552148","LOC552148",0.743304596763716
"LOC102654932","LOC102654932",0.757882843733704
"LOC102654933","LOC102654933",0.978094591561901
"LOC102654930","LOC102654930",0.981431636001836
"LOC552149","LOC552149",0.654210440690859
"LOC102654936","LOC102654936",0.971326573008403
"Melt","Melt",0.995222282345893
"LOC412170","LOC412170",0.540868148914435
"DHRS4","DHRS4",0.663761832158059
"LOC726051","LOC726051",0.76509093641966
"LOC726050","LOC726050",0.940711462450593
"LOC726053","LOC726053",0.739596794390183
"LOC726052","LOC726052",0.33043210088065
"LOC552140","LOC552140",0.471700385720768
"LOC726505","LOC726505",0.963900918043278
"LOC726056","LOC726056",0.425781312483559
"LOC552631","LOC552631",0.816243122871365
"LOC411827","LOC411827",0.410312479368852
"LOC726509","LOC726509",0.639942937141495
"LOC726508","LOC726508",0.683877098511245
"Nrx-1","Nrx-1",0.938017653512334
"LOC726470","LOC726470",0.779158154579503
"LOC411536","LOC411536",0.735494314737596
"LOC102656860","LOC102656860",0.960657580441197
"LOC408583","LOC408583",0.722281200010254
"LOC408580","LOC408580",0.339447687099998
"LOC408586","LOC408586",0.9670547612873
"LOC408587","LOC408587",0.85332302061914
"LOC552632","LOC552632",0.310851463475795
"LOC408585","LOC408585",0.343604700281738
"LOC411276","LOC411276",0.682174930193948
"LOC411277","LOC411277",0.522766690282974
